username,followers,created_at,tweet_text
CROSSDEV_Social,193,2020-03-24 12:28:49,"Stay Home, Stay Safe
#ENICBCMED #GOMED #GoCrossDev #JREDS #COVID2019 #Aqaba #ASEZA #MOTA #JTB https://t.co/BpvFxhG1uH"
thefiagbe,264,2020-03-24 12:28:44,"Please watch and share
https://t.co/tw1XTnLfkB
#COVID2019"
SusanlLawson,2482,2020-03-24 12:28:43,"@carolecadwalla Carol, please will you start to demand there be a Public Inquiry when #COVID2019 is managed - to br… https://t.co/qjt2v3rSdv"
SNPHOfficial,54,2020-03-24 12:28:41,"More than 200,000 #coronavirus cases were confirmed in Europe - via @AFP 

#COVID2019 #COVID19 https://t.co/c7DAc8uNNt"
emmafrost8,546,2020-03-24 12:28:41,"Maybe you could lead by example and stop calling #caronavirus ""The Chinese Virus"" you fucking hypocrite.… https://t.co/O190jvCjR0"
benmat07,228,2020-03-24 12:28:41,"Ology Bioservices, Inovio Partner To Manufacture COVID-19 DNA Vaccine With $11.9 Million Departme...… https://t.co/sSJugTXgxy"
ANNYTV1,44,2020-03-24 12:28:36,"SERIOUSLY!!!!

#Corona hasn't stopped #Americans from partying.

#COVIDー19 #OvadoseRadio #StayHome Italy… https://t.co/OhUxDNtJ7c"
Aasif__Ali,28,2020-03-24 12:28:34,Does social distancing mean that a person will spend all his 24 hours on social media? It would've been better to a… https://t.co/KrnLiarZHT
quad_jonas,30,2020-03-24 12:28:32,@washingtonpost @peterjukes ah the vagaries of the non-state intervention aglo-saxon model (unless 'course to prop-… https://t.co/I7bCYACSLG
TapariaGovinda,125,2020-03-24 12:28:30,"@WBPolice @MamataOfficial @KolkataPolice @KPTrafficDept  please take note, got this as fwd (Raja bazaar area in Kol… https://t.co/g1Xgr9R3TR"
fk475786,2,2020-03-24 12:28:28,#ChinaVirus #ChinaLiedPeopleDied #ChinaCoronaVirus MAKE NO MISTAKE THIS VIRUS A WARNING 2 @realDonaldTrump BY XI 2… https://t.co/4IMp2lL04m
CharleysJake,139,2020-03-24 12:28:25,This is our Government's idea of addressing the #COVID2019 - politics. Wouldn't it be ideal if they could just addr… https://t.co/4OkmVwgzQx
AbiolaCalest,592,2020-03-24 12:28:23,@ameyaw112 They are there nagging and releasing insults on our leaders... imagine if those 25 people tested posted… https://t.co/siEMRpuxaO
caleemakhtar,322,2020-03-24 12:28:23,"Our selected #PMImranKhan dont know the difference between Reactive and Pro Active approach. 

#StayAtHomeSaveLives… https://t.co/sK9a8VS5RO"
avocadobloo,6,2020-03-24 12:28:22,Our society is sick and it ain’t with #COVID2019 virus #StayHome #Trump https://t.co/05zUJDuqWp
amit29035,111,2020-03-24 12:28:17,@DGCAIndia Please clarify about international flights? Will international flights resume after 29 Mar(week after 22… https://t.co/ztk8lS9Mlg
Monadikos237,154,2020-03-24 12:28:13,@sportingshina read your article about Eto’o tribute to his “dad” Manu Dibango” who died today from #COVID2019. Kin… https://t.co/MR2xcwDHp2
LohaniHansa,77,2020-03-24 12:28:13,@RanaAyyub Pray to ur god that none of them contract #COVID2019. Those who are infected by this stupidity recover o… https://t.co/TfOKdn7kNf
Captain_Kaps,19,2020-03-24 12:28:10,"Japan, IOC Agree to Delay 2020 Olympics by About One Year https://t.co/94CDP64tfK
#CoronaVirusUpdate #Olympics2020… https://t.co/HMFFgcnCl6"
PremKum53893969,0,2020-03-24 12:28:07,"Stay home for our nation and society.

#CoronavirusLockdown #corona #COVID2019"
pranjal87308508,407,2020-03-24 12:28:05,@Swamy39 @mizter4you2 Su su Swamy what’s dangerous for #India I tell u more than #COVID2019 it’s @narendramodi ji n… https://t.co/5uIsJNNhJz
FoundationMf,1070,2020-03-24 12:27:59,"While most of us can afford to practice #socialdistancing today, #dailywageearners cannot. MFF has always worked to… https://t.co/pnMbjfhe8f"
edo_hadzic,5,2020-03-24 12:27:57,Self isolation. #StayHome #COVID2019
JQ_bebe,1593,2020-03-24 12:27:54,"I like the coordination of this MOI Presser 

Well done to @konkrumah and the Ministry.... #COVID19Ghana #COVID2019"
Yadavknp,110,2020-03-24 12:27:53,@KardamSarita Happy birthday... #StayAtHomeSaveLives #IndiaVsCorona #IndiaFightsCoronavirus #COVID2019 #IndiaComeTogether
EliseDermineur,269,2020-03-24 12:27:51,"Meanwhile in #Sweden... In bars, it is now forbidden to order drinks and food at the counter. One has to be seated… https://t.co/cPyO761T0J"
Eddiehold,176,2020-03-24 12:27:47,US students are being asked to study from home. But 31% of American households do not have broadband access accordi… https://t.co/WybuSNcMM8
hboobaby,1264,2020-03-24 12:27:45,"they just announced gatherings above two people are gonna be cancelled.
not my fucking dumb friends saying it's aga… https://t.co/Ni6ct7rykE"
RiyaSahu3,71,2020-03-24 12:27:38,"Kudos 🎉, it will save up time &amp; resource.

Sort of #Microarray ? 🤔

#MyLabDiscoveries @JohnsHopkinsIH… https://t.co/vUcaMMK2oz"
Pryda88,193,2020-03-24 12:27:36,And seriously Imran Khan talking about overseas Pakistanis fund 🤣 Not really sure if they’d be interested after wha… https://t.co/4faRRvzpxD
leiodan,41,2020-03-24 12:27:35,"2020 really trying to kill us all!! 
#COVID2019 #Hantavirus"
AtlaySangma,116,2020-03-24 12:27:31,"Since you're giving poor connection, what if you guys give us free internet in this outbreak.
You can help many..… https://t.co/lWLfKc9zKy"
DDPodhigaiTV,4602,2020-03-24 12:27:29,"PLEASE RETWEET -
A list of all #COVID19 Sample Testing Centres in Tamilnadu
 #CoronaVirus #COVID2019 #Corona… https://t.co/riRP13E8cM"
faxxiee,45,2020-03-24 12:27:27,Online medical consultation from UP Diliman Health service. #COVID2019 https://t.co/et74EY68Pu
AcmalJavaid,46,2020-03-24 12:27:16,Our PM believes that Pak has unmatched response to #COVID2019. No other country in the world has been able to conta… https://t.co/e4YV4op1lp
ch_hassansaeed,4532,2020-03-24 12:27:13,"خدارا 
don't waste corona test kits
1st ensure that u are victim or not by this
#AI chat bot by Apollo Hospital qui… https://t.co/ZMHEWOPkOX"
skionofikshvaku,27,2020-03-24 12:27:12,"Far away from home, I'm worried about situations about my home and people. I think Indian Govt. Is doing its part t… https://t.co/qtODz1ta2b"
SamIAmCorp,523,2020-03-24 12:27:11,"Good morning people!
https://t.co/fgOw4eazKv
Review this to see what helps you for now. If any...
#COVIDー19 #COVID2019 #CovidRelief"
theAzz_kikr,8,2020-03-24 12:27:10,"Corona ain’t over and china launched another virus named HANTA.
China to it’s authorities be like let’s rise as the… https://t.co/XTVLpFq5ix"
LinaJ725,906,2020-03-24 12:27:08,I don't care about someone else's ass. All i care about is why some humans are so f*kng stupid and doesn't want to… https://t.co/OvS8KHw1L1
itx_you,72,2020-03-24 12:27:05,"@MBC_HR He is urging people to be responsible, maintain social distance, avoid to go outside in view of this… https://t.co/4lypY1j5Jy"
NationalHerald,3569,2020-03-24 12:27:02,#Greek-#Americans in #Foodservice Worried About Life After #COVID2019 https://t.co/lpysOcbhpc https://t.co/PFkWKfaX21
SkyandKai,205,2020-03-24 12:26:59,"Hello! 

Please donate to this cause and help purchase hygiene kits and grocery items for those who are in need thi… https://t.co/tx0Cg3Czf3"
TribeTampere,884,2020-03-24 12:26:59,Any ring user can become a part of research and help defeat #COVID2019 and similar ilnesses! https://t.co/kOh0lDFeIR
faizulsultan07,15,2020-03-24 12:26:47,"@listenshahid Happy news alhamdulilah
May Allah treat  treat those who were  tested positive recently as well #BreakTheChain #COVID2019"
fablefy,4520,2020-03-24 12:26:46,Need a moment of #pause. Crank up the volume and listen to the 1000s of migratory #blackbirds in our backyard.… https://t.co/DvVuHWYgNu
HistoryNeedsYou,45714,2020-03-24 12:26:46,"Your courage, your cheerfulness, your resolution will bring us victory! #StayAtHomeSaveLives #COVID2019 #UKlockdown https://t.co/V3bBZxBC7V"
TheHousseiny,1102,2020-03-24 12:26:43,"Hello, my name is Rita.

I’m 29 years old.

I have no interest in “sacrificing” the elderly in the country for the… https://t.co/ODl28s5IxX"
882SanyuFM,28538,2020-03-24 12:26:39,"Very many theories are developing about the events surrounding #COVID2019 pandemic on WhatsApp, with some allegedly… https://t.co/3ltYagG3ss"
Wilson_elom,1207,2020-03-24 12:26:39,"WHATS YOUR SOURCE IN INFO ON THE CORONA VIRUS 🦠 ?
#LockdownNow #COVID2019 #COVIDIDIOTS #LockdownGhana #LockdownNow"
ARVINDK86575525,194,2020-03-24 12:26:36,"There is no other option to save us, so plz stay at your home and be safe #COVID2019 #StayHomeSaveLives 
@PMOIndia @CMOfficeUP @BJP4India"
bharat_ricky,29,2020-03-24 12:26:35,"@narendramodi
We did r job. Told r maid to stay at home paid her salary in advance without any cut. Doing household… https://t.co/tdfX9OFYGF"
EstefiMckeever,307,2020-03-24 12:26:35,"First day with no kids on the playground 🏫. No screams, no laughs... just silence🤫🤫 #sweden #COVID2019 #stannahemma… https://t.co/HoVxTxRuI4"
KaraGammell,3925,2020-03-24 12:26:33,"Day one of lockdown and the 6yo breaks not just one, but TWO PAIRS of her glasses. She wears bifocals, so can’t cop… https://t.co/dGlPDKM3Wj"
iamsanambhat,74,2020-03-24 12:26:29,"Dear world this is called actual #lockdown ,, Follow #kashmir when it comes to #lockdown 🧐#COVID2019 #StayAtHome… https://t.co/8opbLtMcwx"
moneycontrolcom,763748,2020-03-24 12:26:26,"#Rupee Update | Snapping its 4-session losing run, the rupee today gained 26 paise to settle at 75.94 (provisional)… https://t.co/Y4ADVfSF91"
open_lupus,44,2020-03-24 12:26:22,The Lupus Foundation of America states that hydroxychloroquine (Plaquenil) and chloroquine used for lupus treatment… https://t.co/YBW6JxqJWH
Pasha38463791,263,2020-03-24 12:26:17,"🤔All is obvious,I am convinced #CoronaVirusUpdate #COVID2019 #COVIDー19 #Corona #ChinaVirus https://t.co/Jz1ikC6xVw"
fischerwiesen,20,2020-03-24 12:26:17,@AroundTheNFL @ChrisWesseling @DanHanzus @MarcSessler @MoveTheSticks - just heard the craziest #COVID2019 theory ev… https://t.co/cQbSjRdKlC
kvrckbey_,94,2020-03-24 12:26:14,"Mood 
#COVID2019 #karantinada10 https://t.co/uk72wBQ6ws"
PChase814,135,2020-03-24 12:26:14,"This right here sums up the entire @GOP response to #COVID2019!  How is it hurting #Trump &amp; his businesses, and wha… https://t.co/zffsg5k8kc"
kiehner,2454,2020-03-24 12:26:12,We need to see much more of this right now. https://t.co/UcqmoPId6W #COVIDActNow #COVID2019 @fiat @NYGovCuomo
yourboiijames,1249,2020-03-24 12:26:11,China dropping new viruses every now and then like they're a damn single. Impacting every chart. #COVID2019 #Hantavirus
arya_vinamra,80,2020-03-24 12:26:10,WTF😡 AGAIN #China 👹 👈THEY ARE PLAYING WITH ALL NATION👈LIFE🔥AND HUMANITY 😟Of ALL PEOPLE.Really DISGUSTING☠️😡💀 from s… https://t.co/HvHLXGC8K1
shakti_ce,149,2020-03-24 12:26:08,"There are twenty two holes in one Marie gold biscuit 😂
Effect of Self Quarantine - Day 3.

#CoronavirusLockdown #COVID2019"
dna,2100139,2020-03-24 12:26:07,"'It won't be easy': Sunil Chhetri urges Indians to 'be safe' during curfew amid coronavirus outbreak
.
.
.… https://t.co/AJk8tIrupt"
Pritis1108Priti,16,2020-03-24 12:26:07,"Stay at home  and break the chain.....
#COVID2019 #BeSafe #StayAtHome #washhands #supporttoeachother… https://t.co/NsjXwWmDXn"
dileepkalani,202,2020-03-24 12:26:05,"Release #mirshakeelurrehman he has got antidote for #Covid_19.

LOL.. 😂🤣

Disgusting politics.… https://t.co/CNR03YLDxL"
Langa_El_Sun,2118,2020-03-24 12:26:05,How many clinics/hospitals are testing for #COVID2019 #COVID in #Zimbabwe? #coronavirusZim #Coronavid19
malikmusharaf12,730,2020-03-24 12:26:03,"ڈھونڈو گے اگر ملکوں ملکوں
ملنے کے نہیں نایاب ہیں ہم
May His Soul Rest in Eternal Peace and the Efforts of All Docto… https://t.co/7jdaNesNGd"
jendifrancesco,91,2020-03-24 12:26:03,Good for these #italian mayors for giving it to people straight. Sometimes diplomacy needs to be thrown out the win… https://t.co/N3h4fMdg7b
TriadPetSitter,316,2020-03-24 12:26:01,Why didn’t our Administration do something about this on January 27th ??  And who is this drug company ??… https://t.co/sTb3y07UD7
OpenSpaceZW,12677,2020-03-24 12:26:01,"We must be serious on #COVID2019
https://t.co/AT82CB8gPv"
_thedistin,694,2020-03-24 12:26:00,"China Man Dies Of Hantavirus, The New Deadly Virus After Coronavirus 

Covid-19 and Hantavirus: Which Is More Dange… https://t.co/4ZoLIv3qLy"
ians_india,33144,2020-03-24 12:25:58,"In the wake of the #novelcoronavirus (#Covid19) outbreak in the country, the #LokSabha Secretariat will remain clos… https://t.co/ovHvSKMo3l"
rahul_lowanshi,93,2020-03-24 12:25:54,"This one is ultimate... 
#StayAtHomeSaveLives #Hantavirus #COVID19Pakistan #LockdownNow #BhulaDungaOutNow… https://t.co/3yqz1wwULJ"
Ali_reports,1676,2020-03-24 12:25:49,Some Jordanians are violating the very reason for Curfew which is to prevent crowding and infection with #COVID2019… https://t.co/tLphA5TZxv
AdrianRegosSanz,530,2020-03-24 12:25:49,The wide range of teleworking solutions in academia clearly exemplifies how easy would be to implement more ambitio… https://t.co/jgPseZxwwW
momentmemori,14284,2020-03-24 12:25:49,Shops were closed so they decided to set here and cut hair. Swat valley #COVID2019 #CoronaFreePakistan https://t.co/XAIUOP9vr5
guwahatiplus,18145,2020-03-24 12:25:46,"Here's what Joi Barua has to say about #MatCorona Campaign.  

In a bid to increase awareness on Social Distancing… https://t.co/iZxl4BC7Pp"
Wikiayiyaa,576,2020-03-24 12:25:44,"COVID-19 UPDATE-GERMANY!
Up by 4,764, total hits 27,436 &amp; fatalities rose to 114 from 86 the previous day. World's… https://t.co/m7TwcgvjAd"
amritesh_nair,4,2020-03-24 12:25:41,"Is now #Hantavirus here to kill the sporting world after #coronavirus demolition??🤦‍♂️
#COVID2019 #CoronavirusLockdown #Hantavirus"
appcsocialmedia,34400,2020-03-24 12:25:38,"Radio #Pakistan initiates awareness programmes about #CoronavirusPandemic  

#APPNews 

#PakistanFightsCorona… https://t.co/5FpH3d4nqL"
mapsofworld,5129,2020-03-24 12:25:31,"@Reuters #CoronavirusPandemic | #UPDATE | Total cases of corona have crossed 350,000

https://t.co/Hw4MzYfkaI… https://t.co/GaohbASGtH"
im_RKGupta,104,2020-03-24 12:25:30,"#ThankYouCorona🙏
For Educating #India that Sound #Health Infrastructure is more relevant than Politics Shit on Reli… https://t.co/vrBMUfpWrW"
timesofindia,12434113,2020-03-24 12:25:29,Delhi: Resident Doctors Association (RDA) of All India Institute of Medical Sciences (AIIMS) has written to Home Mi… https://t.co/yfkfafhxT6
anandindia27,133,2020-03-24 12:25:29,"@steve_hanke @narendramodi Hey crazy man, hear properly what PM Modi said and then write such non sense post. If u… https://t.co/6cKV42DlTv"
duade7012,367,2020-03-24 12:25:26,"Imagine surviving all this unprotected sex only to die from unprotected handshake
#COVID2019 
#The25 
#LockdownGhana"
zkerravala,12910,2020-03-24 12:25:26,"Coronavirus: Spain to use artificial intelligence to automate testing 
#COVID2019 #ArtificialIntelligence… https://t.co/fHKgybkWVR"
vssanakan,2609,2020-03-24 12:25:21,"Shame

A day ago they clapped for their (Health worker) selfless service, 

Today we are evicting them from our hou… https://t.co/1XqsyvQZiK"
NABVETS94,235,2020-03-24 12:25:17,"Starting today, everyone is asked to stay in until the #COVID2019 #PublicHealth threat has subsided. Non-essential… https://t.co/m2oufjgza7"
MrAles07,132,2020-03-24 12:25:12,https://t.co/FbT6kQTPUd #China  must close their animal markets!!! #ChinaVirus #COVID2019
NourNasser,188,2020-03-24 12:25:04,2017 Paper on #COVID2019 any thoughts? @WHO @Reuters #Corona  https://t.co/zVjMFxSO4e
ImArslanSherazi,798,2020-03-24 12:25:03,Japan’s Prime Minister Shinzo Abe says he has reached an agreement with International Olympic Committee President T… https://t.co/dbbNStVwVl
awnusharma,1569,2020-03-24 12:25:00,"ICMR and @MoHFW_INDIA conduct a press briefing on #COVID2019. Some important points-

•Making dedicated covid-19 ho… https://t.co/lLWJidGlWZ"
ram_Happyness,10,2020-03-24 12:24:59,52 cases. Parliament should hold sittings without the notion of majority and minority. Forget Politics and think to… https://t.co/URjOIttp9d
CharleysJake,139,2020-03-24 12:24:54,This is our Government's idea of addressing the #COVID2019 - politics. Wouldn't it be ideal if they could just addr… https://t.co/7AYAfsljmm
Pittcitychamps,84,2020-03-24 12:24:48,"Could be playing #CODMW but my wife put on #TigerKing instead

#COVID2019"
heySubrata,38,2020-03-24 12:24:46,"@PUBG @PUBGMOBILE  Hi Team , as you know major part of world is totally locked down due to #COVID2019  so kindly ex… https://t.co/KtqpF4EO60"
chiruchat,849,2020-03-24 12:24:46,#AravindEyeHospital proposes a simple safety face mask for doctors to take care of potential patients #COVID2019… https://t.co/sQSVDwIJK9
AstroRickman,637,2020-03-24 12:24:44,"Which #WFH moai are you today?

I think I'm a 4.

#Coronavid19 #COVIDー19 #StayPositive #COVID2019… https://t.co/QXWiLcquN7"
Puckster1955,4191,2020-03-24 12:24:44,"@FZirm @K_Thomas_Ross Not I
#COVID2019 
#CoronavirusUSA"
