username,followers,created_at,tweet_text
mazdima_,3563,2020-03-24 11:56:34,I'm loving these skype meetings hahaha #WFH #COVID2019  #Covid19Zim
TiclesGH,1159,2020-03-24 11:56:32,I can boldly say China is the most powerful country in the world now looking at how they handled #COVID2019 compari… https://t.co/si3O97yGzz
TongueAnCheek,752,2020-03-24 11:56:30,Image how 2020 will be written in history. In 2020 the world went into lockdowns and quarantine because people woul… https://t.co/cWAVCBMw57
SkymetWeather,70694,2020-03-24 11:56:29,#coronaupdatesindia #WestBengal and #HimachalPradesh reported a casualty each on Monday while seven deaths were ear… https://t.co/eEEm4qitgB
CheneryKarina,248,2020-03-24 11:56:28,Love Britney 👸👸💃💃 #BritneySpears #FreeBritney #StayAtHomeSaveLives #StayAtHome #COVID2019 #UKlockdown… https://t.co/poOi2VTz30
MelekTauss,278,2020-03-24 11:56:28,"Three things possibly will get extinct by the end of this pendamic.
Nose Rings
Lipsticks
Art of Kissing.
#COVID2019"
KotuDaha,91,2020-03-24 11:56:24,"China is fucker 

 #Hantavirus

 #COVIDIDIOTS

 #COVID2019 

 https://t.co/t62u3gmUmL"
AchmatX,3447,2020-03-24 11:56:22,Trump’s approval rating is skyrocketing over the handling of #COVID2019 despite him being a complete failure. The r… https://t.co/Sy4W5gWD1U
studio_writing,5,2020-03-24 11:56:21,"#Hantavirus China will kill the world #boycottchina 
#COVIDIDIOTS #COVID2019"
abe6ail__,489,2020-03-24 11:56:20,"https://t.co/RZOTGGKULF

GUYS SIGN THE PETITION

#COVID2019 
#COVID19PH 
#MassTestingNgayonNa 
#MassTestingPH"
HeavenInCrisis,53,2020-03-24 11:56:19,.....and suddenly my wife changed into Monica Geller. #friends #COVID2019 #StayHome
jenniferatntd,114763,2020-03-24 11:56:19,"@AlibabaGroup banning the export of all epidemic control related products including masks, PPEs, gloves, alcohol, t… https://t.co/IpJpz1UrD6"
sizzla_joe,454,2020-03-24 11:56:19,"GHANA!!

WE  NEED MASS TESTING
WE  NEED MASS TESTING 
WE  NEED MASS TESTING
WE  NEED MASS TESTING   
WE  NEED MASS… https://t.co/uxlWt84a1j"
DunyaNews,2009104,2020-03-24 11:56:17,"We cannot afford a countrywide curfew: PM Imran Khan

#DunyaUpdates #DunyaNews #CoronaOutbreak #CoronaVirusPakistan… https://t.co/EVbONcA66q"
simpleriyaz,3860,2020-03-24 11:56:16,"The situation was like that Indian govt out of panic mode, went for a lockdown without even thinking about the peop… https://t.co/fnqHvyXwEg"
galaaakash27,37,2020-03-24 11:56:13,"You only have one chance at this. Stay at home.

#CoronavirusLockdown #COVID2019 #StayHomeIndia"
Chun_Gurung,530,2020-03-24 11:56:06,"@IshwarPokhrel talking to @ourktv on #COVID2019 
#Nepallockdown  https://t.co/VTbqvqifiY"
AnnyOsabutey,31509,2020-03-24 11:56:06,"Borgas are the ones bringing the virus into the town, unfortunately, so they should keep calm and go through the go… https://t.co/cgmhatIE3t"
ankitsharma94_,4123,2020-03-24 11:56:06,Chine need to change there eating habits because it's kill other people and if they don't change then whole world n… https://t.co/zL8v0WR6y7
mason_lab,5398,2020-03-24 11:56:03,"For anyone with a potential new #COVID2019 diagnostic, don't forget a metric that is needed for FDA submissions. Se… https://t.co/Iy0tc4L5AD"
Covid19Rtn,120,2020-03-24 11:55:57,"49 New cases in Singapore. Total cases in Singapore: 558
1 New case in Taiwan. Total cases in Taiwan: 216

#Covid_19 #COVID2019"
NikkiMahal,16,2020-03-24 11:55:57,@johncardillo This is so sad. We are living in a world where money is more important than life. This is hopelessly… https://t.co/iB6Rc9aQRT
hassanidrees421,16,2020-03-24 11:55:54,"Please Save Your Lives
#StayAtHomeSaveLives
#CoronavirusLockdown 
#COVID19Pakistan 
#COVID2019 #COVIDIOTS https://t.co/Vkv4uQYIb3"
backbencher__,116,2020-03-24 11:55:54,"#Corona Test Cost :

Iran | Free
China | Free
Europe | Free 
America | Free
Sri Lanka | Free 

Bangladesh | ₹300
Pa… https://t.co/zvAQoRiyso"
9xerocom,8,2020-03-24 11:55:53,"9Xero Cares
Educate People about Corona
Corona Virus Symptoms 
Allah Save us from this Virus
Aamen
.
.
.
.
.
#9xero… https://t.co/ojGWBjvqV3"
ashish_tn,11798,2020-03-24 11:55:40,I thought World is fighting #COVID2019 #pandemic so there will be close to Zero air traffic but 🙈 https://t.co/P4Uw0HMFvd
DunyaNews,2009104,2020-03-24 11:55:31,We will have to think about poor people before imposing curfew as to if we have resources to deliver food to them:… https://t.co/hlemijZIgR
KDavisGayFriend,2709,2020-03-24 11:55:27,How has the story of Senators like Richard Burr playing down the #CoronavirusUSA outbreak so he could use insider t… https://t.co/EhUMSw6r3Q
AmritadTOI,515,2020-03-24 11:55:27,#Covid_19india #COVID19outbreak #Hyderabad I cards for people working for containing #COVID2019    @HiHyderabad… https://t.co/bXbEhJu0Ko
TruthRaiderHQ,77824,2020-03-24 11:55:26,"Another amazing chart displaying  what is happening... not a positive sign.

100% decline in discretionary spending… https://t.co/AddXgLgJmp"
EsterLaiho,114,2020-03-24 11:55:26,Hey! How's #pysykotona #SelfIsolation working for everyone? I've taken up baking and breathing exercising - things… https://t.co/T2GshQF807
sandeepvarma15,2551,2020-03-24 11:55:24,"Their crime should be tried under attempt to murder.
The masks should be distributed to the hospitals admitting… https://t.co/Y4FxMMsrXO"
LittleChew,139,2020-03-24 11:55:24,Early morning virtual networking. #StayHome #COVID2019 https://t.co/jKfpBPcewx
LoveYourVeg,2635,2020-03-24 11:55:20,Listen to one of our core group members @LoveYourVeg on running a #communitysupportedagriculture #vegbox scheme dur… https://t.co/5fzg36MmI8
DrChuckRx,1128,2020-03-24 11:55:12,Dear God humans....BE PRUDENT/speak to professionals..we're now limiting RX access to the extreme due to lack of co… https://t.co/ftZwFwXk7Y
MalbaBarahona,505,2020-03-24 11:55:06,Stop sacrificing teachers for economical and political motives. This is a health crisis and schools are not safe pl… https://t.co/ivwwjWsrL9
adityarai1992,22,2020-03-24 11:55:06,"Stay home, stay safe. #COVID2019 #CurfewInIndia #mumbailockdown 😍 https://t.co/oGx2KZQxt4"
Portfolios_,8,2020-03-24 11:55:02,"#EURUSD breaks out from the neckline of the double bottom pattern, call for Buy

Buy position 1.08238
Take profit 1… https://t.co/otYGGlJW2P"
ErnaGronow,333,2020-03-24 11:55:01,"Forget #COVID2019, Tuberculosis is still the Number 1 global killer disease, killing &gt;4000 people daily.… https://t.co/ndo0s7dVUW"
MevKhan1,177,2020-03-24 11:55:01,First #coronavirus now another one?🤔China really wants to get rid of the world😂 #hantavirüs #COVIDー19 #COVIDIDIOTS… https://t.co/qCUPmNS8BX
lalytatweets,57,2020-03-24 11:54:59,"And how hard is it to understand that those predictions are based on nothing changing.

So yeah, it will be 80% of… https://t.co/J3ZDjN3Nhh"
PapaNsiah,167,2020-03-24 11:54:57,Pls Ghana this girl @Mimigyamie is showing some symptoms of #COVID2019 on watsup so make the ambulance come pick he… https://t.co/jHybPgGyeh
rambokuhn,87,2020-03-24 11:54:57,Human - I order to stop this “work” you think is work and focus on me #catdad #WorkFromHomeLife #StayAtHomeOrder… https://t.co/ZOTd6yzUKn
SDonevant,289,2020-03-24 11:54:56,@LeahNakamura Thank you for your service and sacrifice to battle #COVID2019.
UN_Habitat_LB,364,2020-03-24 11:54:56,"Can the #coronavirus be transmitted in areas with hot and humid climates? ☀
#COVID2019
#2019nCoV
#WHO
#UNHabitat 🇺🇳… https://t.co/t5ms4iviMd"
iameshansharma_,46,2020-03-24 11:54:53,I have clearly in my letter to @PMOIndia @narendramodi mentioned that our doctors and medical staff are facing shor… https://t.co/HJoUy90NeF
KunalAr89341400,1,2020-03-24 11:54:51,"Gratitude to all the fighters at the front ! Sending positive vibes in our aura giving our support  🙏😇
#LockdownNow… https://t.co/hzWmFR9pS1"
moneycontrolcom,763750,2020-03-24 11:54:44,#CoronavirusPandemic | Indian #market started off on a positive note but witnessed profit-taking. Hopes of stimulus… https://t.co/VSdNnEwXuZ
benlpowell,257,2020-03-24 11:54:40,What I find most amusing about this lockdown is just how many companies honestly believe that they are ‘absolutely necessary.’ #COVID2019
UzaikSohail,15,2020-03-24 11:54:38,"New terrorist found in World that is hantavirus spread by rats which is dangerous to humankind, If you see rats any… https://t.co/QdyTNrpwSE"
somanath_f,9,2020-03-24 11:54:28,With all these big Supermarkets worldwide not being able to manage supply chains effectively vis a vis the  virtual… https://t.co/tuFrUU7vJ5
pakicitizen155,124,2020-03-24 11:54:28,"How many rich people who were throwing lavish parties, poor rakshawala and other men beaten and punished today by… https://t.co/eE5qQjLh4i"
CarlBovisNature,36398,2020-03-24 11:54:27,"I've just seen this posted on a local Facebook group!
This guy was defending someone who was being criticised for t… https://t.co/3e2sP2eiBi"
RealJoelGomes,112,2020-03-24 11:54:17,"Was this whole thing a giant scam to this end??
New #Coronavirus Stimulus Bill In Congress Creates U.S. Digital Dol… https://t.co/iIM0YYHzh2"
SkymetWeather,70694,2020-03-24 11:54:14,"#coronaupdatesindia Nearly 500 #coronavirus cases have been reported in India so far, according to Health Ministry… https://t.co/370eh4Nobg"
lostpenny8,891,2020-03-24 11:54:13,"We need to name and honor victims of coronavirus. Each person. See their faces. They are our mothers, fathers, sist… https://t.co/V6aVZ4ZFXv"
ray_gull,3243,2020-03-24 11:54:09,@realDonaldTrump People are dying all over the country. We are so far behind everyone else on testing and this is t… https://t.co/VnOugp0RA5
dileepkalani,202,2020-03-24 11:54:04,"#pakistancandothis
Stay at home 🏡🙏

#StayAtHomeSaveLives
#COVID2019
#CoronavirusLockdown https://t.co/acQRvcCQP9"
B_Freshy,243,2020-03-24 11:54:02,"We're yet to find a cure so let's fight this virus by taking all the necessary precautions.

#Freshy #Precaution… https://t.co/DO6S9RAXvD"
aaminsann,4230,2020-03-24 11:53:58,"There is always more to what we see. 
#COVID2019 https://t.co/lGaxJPb95B"
eliAttipoe,2991,2020-03-24 11:53:58,"#Ghana #CoronaVirusUpdate! First the figures were like football ball scores, now they sound like ages. We pray they… https://t.co/Pe4vBHhbtm"
Rajj1999,323,2020-03-24 11:53:57,"Tik Tok Corona Special 

Video link ▶️https://t.co/jQWcF0uQ3X👈

Please see And be Aware🤫🤫🤫

#Corona #CoronaAlert… https://t.co/ceQ584QOfn"
DunyaNews,2009104,2020-03-24 11:53:55,"In 70-year history of Pakistan, all decisions are made keeping in mind the elite class: PM Imran Khan… https://t.co/8anCBvyNBp"
dlg_joni,904,2020-03-24 11:53:53,"I have a birthday next week, 1st of April. When I was a kid I had hard time getting people to my birthday party cau… https://t.co/6cmbVBnlxJ"
roboscomo,86,2020-03-24 11:53:41,"I'm hearing that Centrelink is a bit of shitshow. Who could have possibly predicted that.

#auspol #COVID2019"
JDeep0211,52,2020-03-24 11:53:37,@RahulGandhi INDIA is prepared and our efforts to fight #COVID2019 are being applauded by WHO &amp; many other Nations!… https://t.co/GqYOYCS9LJ
jas0nsg,224,2020-03-24 11:53:36,"All entertainment venues in #Singapore to close, gatherings outside work and school limited to 10 people, as fight… https://t.co/T8wJLep1gv"
solasalami,580,2020-03-24 11:53:29,"#COVID2019 checklist

Stay safe everyone we shall overcome this in Jesus name. Amen.

#StayAtHome @workfromhome… https://t.co/yECUzn2pun"
olliecarroll,19733,2020-03-24 11:53:26,"Two of the Moscow #COVID2019 patients are fighting for their lives on ventilators. Another six ""moderately"" severe. https://t.co/QCGrLwgoZO"
SyedXaidi110,2848,2020-03-24 11:53:26,"Quarantine Day 3:

#COVID2019 https://t.co/rMMsHecTte"
Ibi_nanakwame,4511,2020-03-24 11:53:23,"Recognize the symptoms of #COVID2019 Day 1 to 3
1. Symptoms similar to cold
2. Mild throat pains
3. No fever, not t… https://t.co/H9FCywbQaS"
SkymetWeather,70694,2020-03-24 11:53:21,"#coronaupdatesindia A 23-year-old woman tested positive for the coronavirus in Manipur, the first confirmed case in… https://t.co/Tg0U6uBKE3"
AbozarKya,56,2020-03-24 11:53:19,"A visual way to follow up the #COVIDー19 thanks to the @JohnsHopkins University.

#Corona #China #COVID2019 https://t.co/tUhdMdA066"
Gauravjassal28,0,2020-03-24 11:53:17,Prime Minister Shri Narendra Modi will address the nation on vital aspects relating to the menace of #COVID2019 Tim… https://t.co/d70DmFBvPh
thechrisbrowntr,72057,2020-03-24 11:53:16,"DURING THIS ROUGH TIME we need LOVE ❤️ . BELIEVE IN IT
https://t.co/RyoVZaWYn3

#Corona #COVID2019 #ChrisBrown… https://t.co/BGYiSm27uq"
niiiaddo,763,2020-03-24 11:53:11,"For all your sanitizer needs, kindly visits Maxim Cosmetics page on IG: https://t.co/GDVi7e4NKQ #COVID19Ghana… https://t.co/oSdEOEfo62"
ManishR89331315,613,2020-03-24 11:53:06,"Great decision #COVID2019 
@ManishR89331315 https://t.co/JEERNNcya7"
shreeja_shreya,1302,2020-03-24 11:53:05,Can't people understand that staying at home is the only way to defeat #COVID2019!!!! Why don't they try and utiliz… https://t.co/UUr7w57zwm
JhaRahul_Bihar,15405,2020-03-24 11:53:03,"Dear Chinese please stop experimenting ,We are still not done with #COVID2019 .And this time for God's sake what ev… https://t.co/7Ids1oZCVS"
Mohammadfawaz5,1,2020-03-24 11:52:55,"Quarantine Day 4:
#COVID19Pakistan #StayAtHomeSaveLives 
#COVID2019 https://t.co/b0UTgXfIpG"
Decoder005,71,2020-03-24 11:52:52,"Fake news alert
The man seen in the picture is not the italian pm
#FakeNews #COVID2019 #coronvirus #Italycorona https://t.co/LXYiUiZa4t"
PragativadiNews,6188,2020-03-24 11:52:50,"#Sundargarh Collector advises people to stay home during the #lockdown period #Odisha #COVID2019 
@DMSundargarh… https://t.co/bN62NuGazR"
asela832,17,2020-03-24 11:52:46,This is how @sesamestreet is reaching #kids around the #world to practice #WashingHands n keeping #safe from… https://t.co/ceveyeuLtW
24shailesh,695,2020-03-24 11:52:45,"That's the way to deal with #COVID2019 
@ArvindKejriwal 👏👏

Trust on Doctors
Give them free hand 
Just provide nece… https://t.co/0AbcVXUw1E"
hamdani_raza,3121,2020-03-24 11:52:43,".@WHO warned the Covid-19 pandemic was accelerating, having taken 67 days to reach 100,000 cases worldwide but just… https://t.co/ROeH4F8SfZ"
choiceamit,44,2020-03-24 11:52:42,"China’s Global Times tweeted that the man from Yunnan Province died from hantavirus
#hantavirüs #Covid19India… https://t.co/tvPTmf3Gva"
Shoaib0240Malik,20,2020-03-24 11:52:34,"Cases of #COVID2019 deducted 
Government of J&amp;K must take action in this regard"
DunyaNews,2009104,2020-03-24 11:52:34,"Schools and public placed are already closed as per lockdown: PM Imran Khan

#DunyaUpdates #DunyaNews… https://t.co/20APToHYHJ"
misha_deshwal,114,2020-03-24 11:52:29,"@RubikaLiyaquat Mam people check it out
#StayHomeIndia 
#vrikshitfoundation
#COVID2019
@vrikshit 
Make a human chai… https://t.co/SsIf733qbG"
Abhishek_bhp,10,2020-03-24 11:52:28,@RakeshPurohit55 @richaanirudh But sir #corona is also not new virus . #COVID2019 is just a new version.
ros1a,180,2020-03-24 11:52:24,WHO: US can be next epicenter. Trump: I'm ready to end #SocialDistancing so ppl can go to work and save the economy… https://t.co/Io9HY4EF7P
SkymetWeather,70694,2020-03-24 11:52:22,"#coronaupdatesindia A 65-year-old coronavirus patient has died in Mumbai, taking the death toll due to COVID-19 to… https://t.co/6bK6JwkGQj"
LFCtheRed_,9273,2020-03-24 11:52:21,NHS Staff are working round the clock to save people's lives and idiots are buying these from Amazon in order to sk… https://t.co/BXGKOZv0KU
TheRealRuncey,479,2020-03-24 11:52:19,@BorisJohnson the man who eventually ended the DFS sale #dfs #sale #BorisJohnson #Coronavid19 #StayHome #StayAtHome #COVID2019 #LockdownNow
Akash7264gour,8,2020-03-24 11:52:12,"#Hantavirus #COVID2019 
Please #StayHome 👏👏👏👏👏 https://t.co/0Hj98rPA60"
GhazalaPerveen,592,2020-03-24 11:52:09,"this is the elite class that PMIK is talking about right now
Shamless educated elite class
Moron
#COVID2019 https://t.co/EiCe6kSgK6"
Wikiayiyaa,576,2020-03-24 11:52:05,"COVID-19 CONFIRMED CASES UPDATE-SPAIN!
As @ 24-03 Spain has 6,600 new cases bringing total to 39,673 &amp; fatalities r… https://t.co/1VJa1EPEFJ"
khurramamalik,2839,2020-03-24 11:52:04,"#COVID2019 requires mitigation and suppression strategies. Lock downs, social distancing, surveillance, contact tra… https://t.co/l30g95tR9w"
pakspirittweets,53,2020-03-24 11:51:57,"This is not mere a picture this is a story of hopelessness, sorrow and wait. Please help them in these testing time… https://t.co/rdcuTqWjph"
LifeDaily10,32,2020-03-24 11:51:57,"Bible #HolyBible
#StayAtHomeSaveLives #StayHomeIndia #COVID2019 #StayHome #TuesdayThoughts https://t.co/u7ktawFHBW"
RealJoelGomes,112,2020-03-24 11:51:56,"Something strange is going on worldwide....
""As of 19 March 2020, COVID-19 is no longer considered to be a high con… https://t.co/yWi7LmLORq"
TafanHamakhan,432,2020-03-24 11:51:50,"How do you spend your times nowadays?

#COVIDー19 #StayHome #فيروس_كورونا #COVID2019 #Time #StayAtHome #staysafe https://t.co/BAvoPPKQ0z"
DunyaNews,2009104,2020-03-24 11:51:50,"Biggest threat in coronavirus situation is of making wrong decisions: PM Imran Khan

#DunyaUpdates #DunyaNews… https://t.co/epCLnaQJAA"
shoubairs,40,2020-03-24 11:51:50,"Treat yourself at home.
Watch this video to know more.
https://t.co/iUmJYhwvhv

#COVIDIDIOTS
#CoronavirusPandemic #COVID2019"
AshTheWiz,231,2020-03-24 11:51:49,"You have blood on your hands, @WHO. You pandered to #China and failed to discharge your solemn duty in the best int… https://t.co/KgFuJfhQMA"
ABusgatt,3,2020-03-24 11:51:43,"#coronavirus #COVIDー19 #Coronavid19 #COVID2019 #Covid_19 
2020 DAYS OF COVID19 https://t.co/3MG7qplLEo"
ainsuzaimi_,1096,2020-03-24 11:51:42,Stay safe everyone ♥️ #COVID2019 #COVID19PH
religionworldIN,2120,2020-03-24 11:51:40,We want to ask @SadhguruJV to give us some tips for #StayAtHomeSaveLives #LockdownNow #COVID2019 https://t.co/R7akbvuRQg
moiradawa,1671,2020-03-24 11:51:26,"“Ideas to help parents and caregivers do the most important job in the world.”

These #parenting tips can help. Do… https://t.co/Qkry4FeRJp"
VulindlelaNdab2,870,2020-03-24 11:51:24,@SimangalisoDub5 @edmnangagwa @MoHCCZim @OpenParlyZw @gundwenation @zanupf_patriots @ZANUPF_Official @Zimtweets… https://t.co/JvPpTuB2Dd
HeyDuaaa,187,2020-03-24 11:51:23,"Which 6 feet would you prefer?

#CoronaVirusUpdate #StaySafeStayHome #Quarantine #COVID #PakistanFightsCorona… https://t.co/x4M5ooN4yL"
AshishS03481275,587,2020-03-24 11:51:16,"@sardesairajdeep @sambitswaraj @sardesairajdeep one of them
#COVID2019 #CoronavirusLockdown https://t.co/Kzbakbo0YX"
RajeshT58666162,32,2020-03-24 11:51:11,"6/n  Now, they announce that they even may have a vaccine within days.  How could they create it so quickly without… https://t.co/ZNkuz8hyhg"
LoretteNettar,620,2020-03-24 11:51:09,".@StLukesLondon call to action ""Stay Home Now""  https://t.co/ckwjsxM7UD via @campaignmag #COVID2019 #coronavirusuk… https://t.co/DvSYnAEIh8"
rahulparthrbl,99,2020-03-24 11:51:08,"Hantavirus in China. 
One person has died and 32 have tested positive, 
China's Global Times News has reported.… https://t.co/phtMvTHZOv"
EYMD_,233,2020-03-24 11:51:05,"Shout out to all of my colleagues in #PrimaryCare @ClevelandClinic. We provided 7,600 virtual visits last week and… https://t.co/PtAq5YaHvR"
RNemala,564,2020-03-24 11:50:59,Top doctors beg Scott Morrison to place #Australia into total #lockdown. The PM must chose the path of UK's PM.… https://t.co/yJmtjbvPEG
pratidintime,50138,2020-03-24 11:50:47,"REGIONAL | Assam set for COVID-19 lockdown | Things To Know 
#Assam #Assamnews #Coronavirus #COVID2019… https://t.co/6YQbVSknkB"
GhazalaPerveen,592,2020-03-24 11:50:46,Reality check for @falamb3 and @AliZafarsays in #PMIK speech #COVID2019
tapfumawacho,1232,2020-03-24 11:50:44,@dmanduna @btsorayi @Weaslyron44 Are reporters safe?Conducting their work as usual?Cant they get #COVID2019 through… https://t.co/0k9J2lC7xB
OezlemSandra,1247,2020-03-24 11:50:43,Just did our weekly shop. Security guards inside and outside. Just wondering when the first rap video will drop whe… https://t.co/lrANkQx9Aw
khaptain4real,2521,2020-03-24 11:50:41,"Key numbers from today's #COVID2019Ghana Briefing:

-1,030 people under mandatory quarantine 

-611 of them had the… https://t.co/D1Wb3EjlgE"
drkalaisekar,34,2020-03-24 11:50:40,#COVID2019 @ICTV607 @ICTVtaxonomy @MoHFW_INDIA @realDonaldTrump @News18TamilNadu @ndtv @PTTVOnlineNews #Ebola named… https://t.co/oqPBsafcB1
DunyaNews,2009104,2020-03-24 11:50:35,"We worked on economic package for 3 days: PM Imran Khan

#DunyaUpdates #DunyaNews #CoronaOutbreak… https://t.co/7ng4pv0XiW"
moneycontrolcom,763750,2020-03-24 11:50:29,#COVID2019 | Evidence that #coronaviruspandemic is hammering the global #economy mounted today as business activity… https://t.co/3qqMpf7eTh
teenytinydino22,324,2020-03-24 11:50:27,For all of you that think you have it bad...we woke up to 9” of snow this morning. If that isn’t a kick to the ball… https://t.co/eZaiJzDZQb
SSanyal,1472,2020-03-24 11:50:26,"Going forward, when you will look back at 2020, how would you remember this year I asked #Delhi's first #Corona pat… https://t.co/xqhwIjnqp6"
Nii_Kpakpo_1,2122,2020-03-24 11:50:13,"No be small hate and racism the World is about to release on China after this whole Pandemic....
#hantavirüs 
#COVID2019"
Irfanbinsaeed,5,2020-03-24 11:50:10,"Its a much needed lockdown of the world for the environment to recover its immune system.
Mother Nature is healing… https://t.co/ZsX48dZZ68"
HPTournTravel,40,2020-03-24 11:50:03,Unheard of in #HimachalPradesh but okay 👌🏽 #COVID2019 https://t.co/6FpRM5iqir
TheLuxton,730,2020-03-24 11:50:00,One of our preventive action to make our guests feel safe and comfortable is thoroughly sanitizing high traffic are… https://t.co/XOFqV6XwTv
MehsoodOk,2,2020-03-24 11:49:55,"Hantavirus In China 
It can be transmitted from  RODENTS to Human Only 

Rare cases of person-to-person transmissio… https://t.co/TBH9XAVAgd"
DeanFantazzini,1306,2020-03-24 11:49:54,"Good decision, considering that the countries most ravaged by #COVID2019 are often those with the highest share of… https://t.co/p66I1xNIqm"
AnalytIq60,4,2020-03-24 11:49:53,"Self quarantine view.Only solace in solitude...Nature.
 #SelfIsolation #selfquarantine #SelfQuarantineIn5Words #WFH… https://t.co/3sMPP6uxda"
vipinvipiin,27,2020-03-24 11:49:52,#BREAKING The Delhi government will Give ₹ 5000 a month to every labour who does the construction work.… https://t.co/1OZkTio402
akhilr23,380,2020-03-24 11:49:49,An easy guide to understand and prevent #Hantavirus #hantavirüs. It is not a new desease like #coronavirus or… https://t.co/YSsYMrgp15
ayishatu_,2500,2020-03-24 11:49:49,"25 new cases 🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️

We now have 52 cases confirmed in the country.

The 25 new cases were confirmed… https://t.co/nJ0xOes6US"
philip_jaye,4678,2020-03-24 11:49:49,"Treat every person you meet on the way as if they’re all infected with The virus, protect yourself from everybody… https://t.co/oWrfl6YhFB"
DunyaNews,2009104,2020-03-24 11:49:48,"Panic is being created in the country with an impression of lockdown: PM Imran Khan

#DunyaUpdates #DunyaNews… https://t.co/ji75a3VIon"
robinmuirhead,6743,2020-03-24 11:49:44,South Korea #COVID2019 https://t.co/fBhZD0cWvt
DKMahant,4869,2020-03-24 11:49:40,No new #COVID2019 case in Delhi in last 40 hours: CM @ArvindKejriwal
DeepakLahari7,205,2020-03-24 11:49:39,"Born in china,
Died by Corona 
Again born in China 
And caught by Hanta Virus

#Hantavirus #CoronavirusLockdown… https://t.co/XhkZvOo352"
Priya_Buldeo,10590,2020-03-24 11:49:35,This too shall pass. #COVID2019 https://t.co/kvT35F4zGH
Si_DicK,442,2020-03-24 11:49:35,"Buat pet lovers, stay away from them temporarely 😉😕🥴
https://t.co/QB1YBI6kiO

#COVID19 #COVID2019 #StayHome"
DrHarryCraven,12,2020-03-24 11:49:34,How intensive care amounts to torture. #UKlockdown #lockdown #WeAreCritical #CoronavirusPandemic #Torture… https://t.co/jl67MTFRPu
BetZanzi,129,2020-03-24 11:49:33,"Zanzibet is now offering cashback bonuses for all  lost vitual bets! Use code ""Zanzibet-vituals""and continue placin… https://t.co/m73KkStStl"
Sanakhan_m,6519,2020-03-24 11:49:32,"@voxdotcom report 

#COVID2019 
#LockdownNow 
#CoronavirusLockdown https://t.co/JEH1cIbFo5"
AswathSrinivas1,6,2020-03-24 11:49:29,These Barbarians are blasting Azan today also. Stupid. #LockdownNow #COVIDIDIOTS #CoronavirusLockdown… https://t.co/9tXKgiONrm
justSuzyLeen,1102,2020-03-24 11:49:12,"Yey, test kits are arriving frm other neigjboring countries. Politicians &amp; ur family members can now complete ur te… https://t.co/DecPyAKwog"
AshfakA,167,2020-03-24 11:49:12,"Can some one feel the pain in lock down? any one ?
#COVID19Pakistan 
#COVID2019 https://t.co/XsMqlhJhbz"
Ayigbe_Shawarma,8954,2020-03-24 11:49:07,"In as much as we are recording more cases let us remember to protect ourselves and stay home.

#COVID2019 https://t.co/MHefsKZ1L1"
Balakrishna096,87,2020-03-24 11:49:07,"Lockdown Aerial view of #Amaravathi, #AndhraPradesh.
#lockdown 
#Andhrapradesh 
#COVIDー19 
#COVID2019… https://t.co/1vgE3Ncbb7"
shafkat_h,83,2020-03-24 11:49:02,"@Nidhi chay Wanvaan Rashie Maharazow 
Aawkhow Shahrie Sherazow
#COVID2019 #CovidLove
@OmarAbdullah #Kashmir https://t.co/gkJvcC6cRF"
whatmjtweeted,298,2020-03-24 11:48:59,Time to give back this is free .... #staysafe #coronvirusuk #coronvirus #COVIDー19 #covidー19uk #COVID2019… https://t.co/zJo1KbT1j0
JSpindlelegs,1,2020-03-24 11:48:57,"@realDonaldTrump First of all you’re  not a Republican.  Second, this is what’s called a negotiation.  Something yo… https://t.co/k23gT5hLp0"
manishajain786,685,2020-03-24 11:48:52,"I’ve now been alive in five decades:

The 1990s
The 2000s
The 2010s
The 2020s
March

#COVID2019 #crisiscoronavirus 
#QuarantineLife"
SoniaSunshine02,896,2020-03-24 11:48:52,You will never have this day again so make it count #StayAtHome #COVID2019
701Consult,1601,2020-03-24 11:48:51,"Ghana now has 52 confirmed Coronavirus cases, the Minister of Health, Mr Kwaku Agyeman Manu has revealed.… https://t.co/uICWIKZ9Hs"
antelava,13281,2020-03-24 11:48:47,chaos and newly adopted protocols in some hospitals are helping to fuel the spread of the virus #COVID2019 #Corona… https://t.co/RSswkxsr2p
CoronaLithuania,24,2020-03-24 11:48:46,"Coronavirus updates: Lithuania confirms first #child coronavirus case. The child's parents, both doctors, also test… https://t.co/IjYreV1354"
MattWunch,831,2020-03-24 11:48:41,"When you can’t go to @WaltDisneyWorld, you bring #Disney to you!
@DisneyStudios @Disney @DisneyParks @AutodeskRevit… https://t.co/Q6psUbWFvt"
monjibmochahari,595,2020-03-24 11:48:38,"Real-time #COVID2019 visualiser
https://t.co/J2OAU5X1M3"
kamleshraathod,519,2020-03-24 11:48:32,India’s First Dedicated Covid Hospital by @RFhospital in collaboration with Brihanmumbai Municipal Corporation (BMC… https://t.co/CF9kdu7aMM
aditya8043,4,2020-03-24 11:48:27,Our PM Modi ji should be worshipped all over the world. Only he can tackle the current situation. Adressing nation… https://t.co/Q1St6YoEu4
abhinavsinghai,337,2020-03-24 11:48:26,"Curfew !

#CurfewInIndia #LockdownNow #lockdown #StayHomeIndia #CoronavirusLockdown #COVID2019 https://t.co/XdrVtwcSdF"
